time,open,high,low,close,Volume
2019-01-08T22:00:00+03:30,2564.33,2572.37,2561.26,2568.55,NaN
2019-01-08T23:00:00+03:30,2568.4,2573.9,2565.48,2573.9,NaN
2019-01-09T00:00:00+03:30,2573.93,2576.18,2571.5,2574.41,NaN
2019-01-09T18:00:00+03:30,2580,2589.03,2577.7,2585.21,NaN
2019-01-09T19:00:00+03:30,2585,2586.6,2568.89,2585.44,NaN
2019-01-09T20:00:00+03:30,2585.49,2591.74,2582.22,2588.7,NaN
2019-01-09T21:00:00+03:30,2588.72,2593.95,2588.08,2591.76,NaN
2019-01-09T22:00:00+03:30,2591.75,2595.32,2579.81,2582.8,NaN
2019-01-09T23:00:00+03:30,2582.88,2592.48,2580.48,2590.2,NaN
2019-01-10T00:00:00+03:30,2590.19,2591.07,2579.53,2584.96,NaN
2019-01-10T18:00:00+03:30,2573.51,2578.1,2562.02,2577.66,NaN
2019-01-10T19:00:00+03:30,2577.64,2586.85,2575.96,2582.57,NaN
2019-01-10T20:00:00+03:30,2582.63,2590.32,2582.63,2587.27,NaN
2019-01-10T21:00:00+03:30,2587.24,2592.96,2576,2581.06,NaN
2019-01-10T22:00:00+03:30,2581.1,2594.5,2573.51,2590.39,NaN
2019-01-10T23:00:00+03:30,2590.37,2593.21,2585.26,2592.72,NaN
2019-01-11T00:00:00+03:30,2592.69,2597.82,2590.92,2596.64,NaN
2019-01-11T18:00:00+03:30,2588.11,2588.11,2577.4,2578.92,NaN
2019-01-11T19:00:00+03:30,2578.96,2589.13,2577.79,2586.65,NaN
2019-01-11T20:00:00+03:30,2586.64,2592.97,2586.06,2591.36,NaN
2019-01-11T21:00:00+03:30,2591.34,2595.76,2585.73,2587.96,NaN
2019-01-11T22:00:00+03:30,2587.88,2592.81,2587.04,2592.13,NaN
2019-01-11T23:00:00+03:30,2592.14,2593.03,2588.89,2589.59,NaN
2019-01-12T00:00:00+03:30,2589.56,2596.27,2589.48,2596.26,NaN
2019-01-14T18:00:00+03:30,2580.31,2584.75,2570.41,2581.36,NaN
2019-01-14T19:00:00+03:30,2581.39,2586.94,2578.22,2580.56,NaN
2019-01-14T20:00:00+03:30,2580.54,2587.65,2579.45,2586.27,NaN
2019-01-14T21:00:00+03:30,2586.25,2588.59,2583.44,2586.89,NaN
2019-01-14T22:00:00+03:30,2586.9,2589.32,2581.49,2582.68,NaN
2019-01-14T23:00:00+03:30,2582.69,2588.77,2582.63,2585.36,NaN
2019-01-15T00:00:00+03:30,2585.41,2586.95,2579.96,2582.61,NaN
2019-01-15T18:00:00+03:30,2585.1,2606.18,2585.1,2595.41,NaN
2019-01-15T19:00:00+03:30,2595.5,2604.16,2593.49,2599.99,NaN
2019-01-15T20:00:00+03:30,2599.98,2613.08,2598.56,2610.46,NaN
2019-01-15T21:00:00+03:30,2610.51,2610.69,2605.01,2606.79,NaN
2019-01-15T22:00:00+03:30,2606.8,2610.48,2597.09,2597.39,NaN
2019-01-15T23:00:00+03:30,2597.42,2607.9,2593.96,2606.09,NaN
2019-01-16T00:00:00+03:30,2606.08,2611.74,2604.56,2610.3,NaN
2019-01-16T18:00:00+03:30,2614.75,2623.8,2614.05,2620.44,NaN
2019-01-16T19:00:00+03:30,2620.38,2621.24,2612.68,2620.88,NaN
2019-01-16T20:00:00+03:30,2620.83,2622.44,2614.11,2618.72,NaN
2019-01-16T21:00:00+03:30,2618.74,2620.94,2615.9,2619.37,NaN
2019-01-16T22:00:00+03:30,2619.3,2623.69,2618.72,2623.29,NaN
2019-01-16T23:00:00+03:30,2623.27,2625.76,2620.78,2623.81,NaN
2019-01-17T00:00:00+03:30,2623.82,2623.87,2615.05,2616.1,NaN
2019-01-17T18:00:00+03:30,2609.28,2618.57,2606.36,2617.23,NaN
2019-01-17T19:00:00+03:30,2617.24,2621.42,2614.16,2620.63,NaN
2019-01-17T20:00:00+03:30,2620.6,2622.95,2619.63,2621.96,NaN
2019-01-17T21:00:00+03:30,2621.99,2625.5,2618.17,2624.61,NaN
2019-01-17T22:00:00+03:30,2624.62,2625.24,2621.52,2622.46,NaN
2019-01-17T23:00:00+03:30,2622.48,2645.06,2621.28,2632.91,NaN
2019-01-18T00:00:00+03:30,2632.97,2636.32,2629.88,2635.96,NaN
2019-01-18T18:00:00+03:30,2651.27,2659.98,2647.58,2653.79,NaN
2019-01-18T19:00:00+03:30,2653.78,2668.64,2653.42,2668.32,NaN
2019-01-18T20:00:00+03:30,2668.27,2675.16,2666.14,2673.95,NaN
2019-01-18T21:00:00+03:30,2673.94,2675.47,2667.67,2668.47,NaN
2019-01-18T22:00:00+03:30,2668.51,2670.95,2665.06,2666.06,NaN
2019-01-18T23:00:00+03:30,2665.9,2667.82,2661.93,2665.86,NaN
2019-01-19T00:00:00+03:30,2665.91,2673.74,2663.37,2670.71,NaN
2019-01-22T18:00:00+03:30,2657.88,2657.88,2641.37,2646.47,NaN
2019-01-22T19:00:00+03:30,2646.63,2649.65,2642.22,2645.43,NaN
2019-01-22T20:00:00+03:30,2645.42,2647.3,2632.69,2634.73,NaN
2019-01-22T21:00:00+03:30,2634.71,2637.71,2623.3,2628.28,NaN
2019-01-22T22:00:00+03:30,2628.19,2632.36,2624.53,2624.64,NaN
2019-01-22T23:00:00+03:30,2624.65,2626.37,2617.27,2625.76,NaN
2019-01-23T00:00:00+03:30,2625.77,2634.17,2618.23,2632.9,NaN
2019-01-23T18:00:00+03:30,2643.48,2653.19,2641.05,2641.51,NaN
2019-01-23T19:00:00+03:30,2641.56,2642.99,2626.53,2629.93,NaN
2019-01-23T20:00:00+03:30,2629.89,2631.8,2612.86,2620.62,NaN
2019-01-23T21:00:00+03:30,2620.65,2629.72,2620.07,2626.8,NaN
2019-01-23T22:00:00+03:30,2626.79,2635.26,2626.77,2633.52,NaN
2019-01-23T23:00:00+03:30,2633.5,2639.22,2625.34,2638.24,NaN
2019-01-24T00:00:00+03:30,2638.26,2639.54,2634.04,2638.7,NaN
2019-01-24T18:00:00+03:30,2638.84,2647.2,2631.06,2646.44,NaN
2019-01-24T19:00:00+03:30,2646.51,2647.14,2633.6,2637.3,NaN
2019-01-24T20:00:00+03:30,2637.28,2645.37,2635.05,2638.77,NaN
2019-01-24T21:00:00+03:30,2638.74,2639.98,2627.01,2629.58,NaN
2019-01-24T22:00:00+03:30,2629.6,2635.93,2628.15,2635.11,NaN
2019-01-24T23:00:00+03:30,2635.1,2642.54,2633.23,2640.44,NaN
2019-01-25T00:00:00+03:30,2640.46,2643.21,2638.04,2642.33,NaN
2019-01-25T18:00:00+03:30,2657.44,2668.03,2657.33,2667.23,NaN
2019-01-25T19:00:00+03:30,2667.1,2671.61,2663.71,2665.41,NaN
2019-01-25T20:00:00+03:30,2665.42,2672.38,2665.4,2671.61,NaN
2019-01-25T21:00:00+03:30,2671.58,2671.92,2661.39,2667.72,NaN
2019-01-25T22:00:00+03:30,2667.71,2669.12,2661.14,2662.4,NaN
2019-01-25T23:00:00+03:30,2662.39,2667.1,2661.42,2662.35,NaN
2019-01-26T00:00:00+03:30,2662.37,2664.9,2658.75,2664.76,NaN
2019-01-28T18:00:00+03:30,2644.97,2644.97,2628.32,2638.16,NaN
2019-01-28T19:00:00+03:30,2638.18,2640.73,2629.75,2635.78,NaN
2019-01-28T20:00:00+03:30,2635.86,2637.72,2624.06,2632.46,NaN
2019-01-28T21:00:00+03:30,2632.47,2637.45,2629.16,2634.96,NaN
2019-01-28T22:00:00+03:30,2634.95,2640.43,2634.21,2635.41,NaN
2019-01-28T23:00:00+03:30,2635.4,2643.69,2635.39,2641.23,NaN
2019-01-29T00:00:00+03:30,2641.22,2643.96,2637.01,2643.85,NaN
2019-01-29T18:00:00+03:30,2644.89,2650.93,2640.14,2646.95,NaN
2019-01-29T19:00:00+03:30,2647.11,2648.13,2631.05,2636.07,NaN
2019-01-29T20:00:00+03:30,2636.1,2645.25,2636.1,2642.68,NaN
2019-01-29T21:00:00+03:30,2642.66,2643.48,2638.99,2642.13,NaN
2019-01-29T22:00:00+03:30,2642.11,2645.23,2639.01,2639.69,NaN
2019-01-29T23:00:00+03:30,2639.7,2641.07,2634.94,2639.74,NaN
2019-01-30T00:00:00+03:30,2639.73,2641.49,2636.59,2640,NaN
2019-01-30T18:00:00+03:30,2653.62,2658.1,2648.34,2653.37,NaN
2019-01-30T19:00:00+03:30,2653.38,2661.29,2651.56,2659.7,NaN
2019-01-30T20:00:00+03:30,2659.71,2668.57,2658.03,2666,NaN
2019-01-30T21:00:00+03:30,2665.98,2666.46,2661.02,2661.55,NaN
2019-01-30T22:00:00+03:30,2661.58,2685,2658.65,2680.09,NaN
2019-01-30T23:00:00+03:30,2680.11,2690.44,2677.29,2679.91,NaN
2019-01-31T00:00:00+03:30,2679.86,2681.39,2675.79,2681.05,NaN
2019-01-31T18:00:00+03:30,2685.49,2696.11,2678.65,2695.58,NaN
2019-01-31T19:00:00+03:30,2695.64,2699.9,2693.09,2699.41,NaN
2019-01-31T20:00:00+03:30,2699.34,2708.95,2698.2,2702.56,NaN
2019-01-31T21:00:00+03:30,2702.61,2705.57,2698.26,2698.93,NaN
2019-01-31T22:00:00+03:30,2698.95,2703.58,2697.1,2700.08,NaN
2019-01-31T23:00:00+03:30,2700.07,2703.07,2694.69,2698.35,NaN
2019-02-01T00:00:00+03:30,2698.4,2708.25,2697.63,2704.1,NaN
2019-02-01T18:00:00+03:30,2702.32,2716.66,2700.12,2714.89,NaN
2019-02-01T19:00:00+03:30,2714.92,2716.01,2703.34,2710.53,NaN
2019-02-01T20:00:00+03:30,2710.49,2715.13,2706.04,2707.93,NaN
2019-02-01T21:00:00+03:30,2707.91,2709.45,2704.46,2707.18,NaN
2019-02-01T22:00:00+03:30,2707.16,2708.57,2699.64,2701.07,NaN
2019-02-01T23:00:00+03:30,2701.09,2703.64,2696.88,2701.38,NaN
2019-02-02T00:00:00+03:30,2701.42,2706.91,2701.33,2706.53,NaN
2019-02-04T18:00:00+03:30,2706.49,2708.06,2698.75,2701.77,NaN
2019-02-04T19:00:00+03:30,2701.74,2710.85,2701.39,2710.82,NaN
2019-02-04T20:00:00+03:30,2710.88,2715.02,2710.11,2713.6,NaN
2019-02-04T21:00:00+03:30,2713.59,2716.21,2712.62,2714.68,NaN
2019-02-04T22:00:00+03:30,2714.67,2720.26,2714.38,2719.02,NaN
2019-02-04T23:00:00+03:30,2719.03,2719.95,2717.03,2718.52,NaN
2019-02-05T00:00:00+03:30,2718.49,2724.99,2716.77,2724.87,NaN
2019-02-05T18:00:00+03:30,2728.34,2734.93,2727.69,2733.84,NaN
2019-02-05T19:00:00+03:30,2733.71,2738.46,2731.04,2731.7,NaN
2019-02-05T20:00:00+03:30,2731.71,2735.01,2728.27,2729.74,NaN
2019-02-05T21:00:00+03:30,2729.73,2730.73,2724.03,2728.26,NaN
2019-02-05T22:00:00+03:30,2728.28,2735.56,2726.8,2733.91,NaN
2019-02-05T23:00:00+03:30,2733.9,2737.62,2732.4,2737.32,NaN
2019-02-06T00:00:00+03:30,2737.28,2738.98,2734.43,2737.7,NaN
2019-02-06T18:00:00+03:30,2735.05,2738.08,2724.15,2727.45,NaN
2019-02-06T19:00:00+03:30,2727.43,2736.89,2727.3,2731.87,NaN
2019-02-06T20:00:00+03:30,2731.88,2734.51,2728.41,2731.2,NaN
2019-02-06T21:00:00+03:30,2731.18,2734.6,2730.16,2733.53,NaN
2019-02-06T22:00:00+03:30,2733.58,2735.17,2727.7,2729.89,NaN
2019-02-06T23:00:00+03:30,2729.87,2732.51,2727,2731.85,NaN
2019-02-07T00:00:00+03:30,2731.86,2733,2730.12,2731.61,NaN
2019-02-07T18:00:00+03:30,2717.53,2718.04,2707.18,2717.05,NaN
2019-02-07T19:00:00+03:30,2717.06,2719.32,2696.04,2696.84,NaN
2019-02-07T20:00:00+03:30,2697.01,2697.13,2687.26,2693.45,NaN
2019-02-07T21:00:00+03:30,2693.43,2698.98,2687.51,2697.22,NaN
2019-02-07T22:00:00+03:30,2697.26,2701.37,2691.13,2699.34,NaN
2019-02-07T23:00:00+03:30,2699.39,2700.92,2694.81,2698.68,NaN
2019-02-08T00:00:00+03:30,2698.56,2706.17,2695.08,2706.05,NaN
2019-02-08T18:00:00+03:30,2692.36,2697.94,2684.37,2688.91,NaN
2019-02-08T19:00:00+03:30,2688.87,2694.46,2682.78,2686.33,NaN
2019-02-08T20:00:00+03:30,2686.28,2690.77,2681.83,2689.43,NaN
2019-02-08T21:00:00+03:30,2689.44,2695.86,2689.43,2693.21,NaN
2019-02-08T22:00:00+03:30,2693.23,2700.23,2692.32,2700.22,NaN
2019-02-08T23:00:00+03:30,2700.23,2702.38,2697.45,2701.05,NaN
2019-02-09T00:00:00+03:30,2701.07,2708.07,2698.37,2707.88,NaN
2019-02-11T18:00:00+03:30,2712.4,2718.05,2707.86,2708.68,NaN
2019-02-11T19:00:00+03:30,2708.92,2712.63,2704.88,2709.23,NaN
2019-02-11T20:00:00+03:30,2709.17,2712.25,2706.17,2711.54,NaN
2019-02-11T21:00:00+03:30,2711.53,2712.58,2708.03,2708.12,NaN
2019-02-11T22:00:00+03:30,2708.13,2708.93,2705.45,2706.9,NaN
2019-02-11T23:00:00+03:30,2706.95,2710.15,2703.79,2710,NaN
2019-02-12T00:00:00+03:30,2710.01,2711.65,2706.37,2709.8,NaN
2019-02-12T18:00:00+03:30,2722.61,2735.71,2722.61,2732.86,NaN
2019-02-12T19:00:00+03:30,2732.94,2742.52,2730.49,2741.91,NaN
2019-02-12T20:00:00+03:30,2741.94,2744.84,2739.51,2741.13,NaN
2019-02-12T21:00:00+03:30,2741.09,2745.05,2739.99,2744.8,NaN
2019-02-12T22:00:00+03:30,2744.82,2748.19,2744.8,2746.61,NaN
2019-02-12T23:00:00+03:30,2746.56,2747.62,2744.22,2747.01,NaN
2019-02-13T00:00:00+03:30,2747.03,2747.07,2742.03,2744.73,NaN
2019-02-13T18:00:00+03:30,2750.3,2761.85,2750.3,2758.18,NaN
2019-02-13T19:00:00+03:30,2758.19,2761.14,2752.66,2752.78,NaN
2019-02-13T20:00:00+03:30,2752.74,2753.63,2748.63,2750.43,NaN
2019-02-13T21:00:00+03:30,2750.44,2753.66,2749.21,2753.36,NaN
2019-02-13T22:00:00+03:30,2753.38,2754.19,2752.18,2754.09,NaN
2019-02-13T23:00:00+03:30,2754.24,2758.45,2753.99,2758.25,NaN
2019-02-14T00:00:00+03:30,2758.28,2759.83,2751.54,2753.03,NaN
2019-02-14T18:00:00+03:30,2743.5,2745.37,2731.23,2745.03,NaN
2019-02-14T19:00:00+03:30,2745.15,2748.55,2736.64,2739.8,NaN
2019-02-14T20:00:00+03:30,2739.81,2755.29,2737.04,2753.74,NaN
2019-02-14T21:00:00+03:30,2753.73,2754.22,2750.52,2752.6,NaN
2019-02-14T22:00:00+03:30,2752.61,2754.78,2750.22,2753.54,NaN
2019-02-14T23:00:00+03:30,2753.52,2757.9,2748.65,2750.67,NaN
2019-02-15T00:00:00+03:30,2750.69,2754.6,2745.15,2745.73,NaN
2019-02-15T18:00:00+03:30,2760.24,2771.52,2760.24,2769.44,NaN
2019-02-15T19:00:00+03:30,2769.45,2772.97,2763.22,2768.22,NaN
2019-02-15T20:00:00+03:30,2768.36,2770.59,2765.35,2769.28,NaN
2019-02-15T21:00:00+03:30,2769.24,2770.35,2764.54,2764.68,NaN
2019-02-15T22:00:00+03:30,2764.63,2769.13,2764.42,2767.73,NaN
2019-02-15T23:00:00+03:30,2767.79,2771.77,2766.96,2768.34,NaN
2019-02-16T00:00:00+03:30,2768.35,2775.66,2767.84,2775.6,NaN
2019-02-19T18:00:00+03:30,2769.28,2778.04,2767.29,2777.17,NaN
2019-02-19T19:00:00+03:30,2777.1,2777.26,2772.41,2774.78,NaN
2019-02-19T20:00:00+03:30,2774.77,2783.84,2774.6,2782.32,NaN
2019-02-19T21:00:00+03:30,2782.29,2782.46,2779.68,2780.65,NaN
2019-02-19T22:00:00+03:30,2780.64,2784.12,2779.11,2783.79,NaN
2019-02-19T23:00:00+03:30,2783.8,2787.33,2783.55,2784.25,NaN
2019-02-20T00:00:00+03:30,2784.23,2786.22,2779.03,2779.76,NaN
2019-02-20T18:00:00+03:30,2779.05,2783.14,2777.55,2782.75,NaN
2019-02-20T19:00:00+03:30,2782.78,2785.15,2781.16,2782.88,NaN
2019-02-20T20:00:00+03:30,2782.89,2786.26,2776.97,2777.14,NaN
2019-02-20T21:00:00+03:30,2777.07,2784.08,2775.68,2784.06,NaN
2019-02-20T22:00:00+03:30,2784.07,2789.88,2774.06,2779.42,NaN
2019-02-20T23:00:00+03:30,2779.43,2787.23,2779.4,2784.55,NaN
2019-02-21T00:00:00+03:30,2784.52,2786.5,2782.29,2784.7,NaN
2019-02-21T18:00:00+03:30,2780.24,2780.77,2769.62,2770.84,NaN
2019-02-21T19:00:00+03:30,2770.88,2777.41,2770.88,2772.72,NaN
2019-02-21T20:00:00+03:30,2772.78,2779.78,2772.37,2778.29,NaN
2019-02-21T21:00:00+03:30,2778.32,2781.58,2777.71,2778.11,NaN
2019-02-21T22:00:00+03:30,2778.13,2778.8,2769.81,2771.98,NaN
2019-02-21T23:00:00+03:30,2771.99,2772.56,2764.78,2768.24,NaN
2019-02-22T00:00:00+03:30,2768.23,2775.11,2764.55,2774.88,NaN
2019-02-22T18:00:00+03:30,2780.67,2787.09,2779.11,2784.69,NaN
2019-02-22T19:00:00+03:30,2784.7,2793.03,2783.37,2792.14,NaN
2019-02-22T20:00:00+03:30,2792.16,2794.2,2790.1,2790.51,NaN
2019-02-22T21:00:00+03:30,2790.54,2791.01,2787.3,2789.29,NaN
2019-02-22T22:00:00+03:30,2789.28,2792.06,2788.03,2788.11,NaN
2019-02-22T23:00:00+03:30,2788.13,2790.23,2781.58,2789.55,NaN
2019-02-23T00:00:00+03:30,2789.56,2792.95,2786.68,2792.67,NaN
2019-02-25T18:00:00+03:30,2804.35,2810.78,2804.35,2805.89,NaN
2019-02-25T19:00:00+03:30,2805.9,2813.49,2804.64,2808.88,NaN
2019-02-25T20:00:00+03:30,2808.91,2811.26,2805.2,2805.86,NaN
2019-02-25T21:00:00+03:30,2805.85,2806.28,2801.32,2801.95,NaN
2019-02-25T22:00:00+03:30,2801.93,2804.48,2799.98,2802.5,NaN
2019-02-25T23:00:00+03:30,2802.48,2803.66,2796.6,2796.67,NaN
2019-02-26T00:00:00+03:30,2796.64,2800.84,2794.99,2796.11,NaN
2019-02-26T18:00:00+03:30,2792.36,2799.59,2789.47,2796.67,NaN
2019-02-26T19:00:00+03:30,2796.68,2801.71,2789.63,2799.78,NaN
2019-02-26T20:00:00+03:30,2799.83,2802.6,2795.24,2796.54,NaN
2019-02-26T21:00:00+03:30,2796.56,2797,2792.98,2795.38,NaN
2019-02-26T22:00:00+03:30,2795.34,2796.97,2793.47,2795.06,NaN
2019-02-26T23:00:00+03:30,2795.08,2803.12,2795.08,2799.67,NaN
2019-02-27T00:00:00+03:30,2799.64,2801.78,2793.51,2793.9,NaN
2019-02-27T18:00:00+03:30,2787.5,2792.45,2775.13,2778.19,NaN
2019-02-27T19:00:00+03:30,2778.16,2786.22,2777.02,2785.14,NaN
2019-02-27T20:00:00+03:30,2785.11,2789.8,2784.2,2788.82,NaN
2019-02-27T21:00:00+03:30,2788.93,2794.77,2788.54,2793.02,NaN
2019-02-27T22:00:00+03:30,2793.01,2794.23,2790.23,2792.42,NaN
2019-02-27T23:00:00+03:30,2792.41,2795.76,2791.04,2791.05,NaN
2019-02-28T00:00:00+03:30,2791.06,2793.15,2789.06,2792.38,NaN
2019-02-28T18:00:00+03:30,2788.11,2792.3,2783.98,2786.61,NaN
2019-02-28T19:00:00+03:30,2786.58,2790.03,2783.4,2788.56,NaN
2019-02-28T20:00:00+03:30,2788.53,2793.73,2788.16,2793.01,NaN
2019-02-28T21:00:00+03:30,2793.04,2793.54,2790.22,2790.67,NaN
2019-02-28T22:00:00+03:30,2790.66,2792.46,2788.83,2791.09,NaN
2019-02-28T23:00:00+03:30,2791.08,2791.08,2786.2,2788.48,NaN
2019-03-01T00:00:00+03:30,2788.46,2791,2782.51,2784.49,NaN
2019-03-01T18:00:00+03:30,2798.22,2808.02,2794.63,2796.52,NaN
2019-03-01T19:00:00+03:30,2796.54,2798.2,2791.33,2792.66,NaN
2019-03-01T20:00:00+03:30,2792.64,2794.29,2787.38,2794,NaN
2019-03-01T21:00:00+03:30,2794.03,2797.78,2793.07,2796.13,NaN
2019-03-01T22:00:00+03:30,2796.1,2803.3,2795.99,2803.27,NaN
2019-03-01T23:00:00+03:30,2803.31,2803.54,2799.79,2801.35,NaN
2019-03-02T00:00:00+03:30,2801.34,2806.56,2800.53,2803.69,NaN
2019-03-04T18:00:00+03:30,2814.37,2816.88,2809.07,2813.96,NaN
2019-03-04T19:00:00+03:30,2813.99,2814.92,2794.41,2794.6,NaN
2019-03-04T20:00:00+03:30,2794.58,2794.98,2769.77,2775.61,NaN
2019-03-04T21:00:00+03:30,2775.63,2779.05,2767.66,2778.84,NaN
2019-03-04T22:00:00+03:30,2778.73,2788.29,2777.21,2788.03,NaN
2019-03-04T23:00:00+03:30,2788.02,2789.67,2783.16,2786.63,NaN
2019-03-05T00:00:00+03:30,2786.54,2793.39,2785.42,2792.81,NaN
2019-03-05T18:00:00+03:30,2794.41,2794.5,2782.97,2786.4,NaN
2019-03-05T19:00:00+03:30,2786.42,2793.02,2785.13,2791.98,NaN
2019-03-05T20:00:00+03:30,2791.99,2795.63,2789.7,2790.72,NaN
2019-03-05T21:00:00+03:30,2790.73,2794.91,2788.68,2788.68,NaN
2019-03-05T22:00:00+03:30,2788.67,2793.22,2787.95,2793.08,NaN
2019-03-05T23:00:00+03:30,2793.07,2795.74,2791.65,2792.22,NaN
2019-03-06T00:00:00+03:30,2792.21,2796.44,2789.55,2789.65,NaN
2019-03-06T18:00:00+03:30,2790.27,2790.27,2779.27,2779.29,NaN
2019-03-06T19:00:00+03:30,2779.28,2783.89,2775.56,2779.24,NaN
2019-03-06T20:00:00+03:30,2779.25,2780.46,2772.36,2772.98,NaN
2019-03-06T21:00:00+03:30,2773.1,2776.54,2769.53,2770.56,NaN
2019-03-06T22:00:00+03:30,2770.57,2778.24,2770.57,2776.37,NaN
2019-03-06T23:00:00+03:30,2776.36,2777.27,2768.69,2771.13,NaN
2019-03-07T00:00:00+03:30,2771.15,2775.64,2770.93,2771.45,NaN
2019-03-07T18:00:00+03:30,2766.53,2767.25,2742.03,2748.56,NaN
2019-03-07T19:00:00+03:30,2748.62,2752.82,2744.69,2751.41,NaN
2019-03-07T20:00:00+03:30,2751.47,2756.97,2751.06,2754.12,NaN
2019-03-07T21:00:00+03:30,2753.96,2761.02,2749.45,2757.29,NaN
2019-03-07T22:00:00+03:30,2757.31,2757.7,2747.39,2749.71,NaN
2019-03-07T23:00:00+03:30,2749.73,2750.47,2739.09,2742.23,NaN
2019-03-08T00:00:00+03:30,2742.43,2749.74,2742.36,2748.93,NaN
2019-03-08T18:00:00+03:30,2730.79,2732.23,2722.27,2728.7,NaN
2019-03-08T19:00:00+03:30,2729.07,2736.49,2725.3,2734.22,NaN
2019-03-08T20:00:00+03:30,2734.31,2736.25,2726.7,2729.71,NaN
2019-03-08T21:00:00+03:30,2729.66,2729.94,2723.02,2725.8,NaN
2019-03-08T22:00:00+03:30,2725.81,2731.68,2724.25,2731.01,NaN
2019-03-08T23:00:00+03:30,2731,2739.47,2731,2731.86,NaN
2019-03-09T00:00:00+03:30,2731.82,2744.13,2731.03,2743.07,NaN
2019-03-11T17:00:00+03:30,2747.61,2765.63,2747.61,2765.16,NaN
2019-03-11T18:00:00+03:30,2765.17,2773.68,2763.92,2773.36,NaN
2019-03-11T19:00:00+03:30,2773.4,2777.5,2771.66,2774.08,NaN
2019-03-11T20:00:00+03:30,2774.05,2779.2,2774.04,2778.92,NaN
2019-03-11T21:00:00+03:30,2778.93,2780.23,2777.62,2778.87,NaN
2019-03-11T22:00:00+03:30,2778.85,2783.04,2777.96,2780.78,NaN
2019-03-11T23:00:00+03:30,2780.79,2784,2780.7,2783.3,NaN
2019-03-12T17:00:00+03:30,2787.34,2793.49,2786.73,2793.47,NaN
2019-03-12T18:00:00+03:30,2793.7,2797.67,2789.95,2791.18,NaN
2019-03-12T19:00:00+03:30,2791.2,2797.5,2790.33,2795.6,NaN
2019-03-12T20:00:00+03:30,2795.55,2795.63,2792.25,2794.67,NaN
2019-03-12T21:00:00+03:30,2794.68,2798.32,2793.27,2794.29,NaN
2019-03-12T22:00:00+03:30,2794.37,2795.84,2787.84,2791.69,NaN
2019-03-12T23:00:00+03:30,2791.68,2795.34,2789.03,2791.52,NaN
2019-03-13T17:00:00+03:30,2799.78,2809.06,2799.78,2806.49,NaN
2019-03-13T18:00:00+03:30,2806.45,2817.47,2806.45,2817.29,NaN
2019-03-13T19:00:00+03:30,2817.31,2818.49,2812.72,2814.11,NaN
2019-03-13T20:00:00+03:30,2814.09,2817.78,2812.8,2816.75,NaN
2019-03-13T21:00:00+03:30,2816.79,2821.24,2815.02,2818.75,NaN
